DB	DB_Object_ID	DB_Object_Symbol	Qualifier	Ontology_ID ID	Ontology_ID Name	Reference	Evidence_Code	With	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	taxon	Date	Assigned_by	Properties ID	Properties Name	Date Created	
	Rv1747			GO:0005515	protein binding	PMID:16040957	IDA	Rv1746	F			protein	organism:1773	20100630	rwst			Jun 30, 2010	
	Rv1746			GO:0005515	protein binding	PMID:16040957	IDA	Rv1747	F			protein	organism:1773	20100630	rwst			Jun 30, 2010	
	Rv2740			GO:0033963	cholesterol-5,6-oxide hydrolase activity	PMID:16051262	IDA		F			protein	organism:1773	20100630	rwst			Jun 30, 2010	
	Rv2740			GO:0004301	epoxide hydrolase activity	PMID:16051262	IDA		F			protein	organism:1773	20100630	rwst			Jun 30, 2010	
	Rv1002c			GO:0035269	protein O-linked mannosylation	PMID:16081738	IDA		P			protein	organism:1773	20100701	rwst			Jun 30, 2010	
	Rv0462	lpdC		GO:0004148	dihydrolipoyl dehydrogenase activity	PMID:16093239	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1461	pps1		GO:0005515	protein binding	PMID:16109955	IDA	Rv1461	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1462			GO:0005515	protein binding	PMID:16109955	IDA	Rv1461	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1463			GO:0005515	protein binding	PMID:16109955	IDA	Rv1461	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1461			GO:0005515	protein binding	PMID:16109955	IDA	Rv1463	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1461			GO:0005515	protein binding	PMID:16109955	IDA	Rv1462	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1463			GO:0005515	protein binding	PMID:16109955	IDA	Rv1462	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv1462			GO:0005515	protein binding	PMID:16109955	IDA	Rv1463	F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv0649	fabD2		GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	PMID:16112872	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv0548c	menB		GO:0034214	protein hexamerization	PMID:16131752	IDA		P			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3763			GO:0044117	growth of symbiont in host	PMID:16177361	IMP		P			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3763			GO:0052553	modulation by symbiont of host immune response	PMID:16177361	IMP		P			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv2841c	nusA		GO:0003723	RNA binding	PMID:16193062	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3339c	icd1		GO:0042803	protein homodimerization activity	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3339c	icd1		GO:0000287	magnesium ion binding	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3339c	icd1		GO:0008270	zinc ion binding	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3339c	icd1		GO:0004450	isocitrate dehydrogenase (NADP+) activity	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv0066c	icd2		GO:0042803	protein homodimerization activity	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv0066c	icd2		GO:0000287	magnesium ion binding	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv0066c	icd2		GO:0004448	isocitrate dehydrogenase activity	PMID:16194279	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv2536			GO:0046812	host cell surface binding	PMID:16131654	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv2004c			GO:0046812	host cell surface binding	PMID:16199660	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv2949c			GO:0008813	chorismate lyase activity	PMID:16210318	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv2949c			GO:0071770	DIM/DIP cell wall layer assembly	PMID:16210318	IMP		P			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv2949c			GO:0046417	chorismate metabolic process	PMID:16210318	IMP		P			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv0946c	pgi		GO:0004347	glucose-6-phosphate isomerase activity	PMID:16212940	IDA		F			protein	organism:1773	20100701	rwst			Jul 1, 2010	
	Rv3257c	manB		GO:0009247	glycolipid biosynthetic process	PMID:16238626	IMP		P			protein	organism:1773	20100703	rwst			Jul 1, 2010	
	Rv3257c	manB		GO:0004614	phosphoglucomutase activity	PMID:16238626	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv3257c	manB		GO:0004615	phosphomannomutase activity	PMID:16238626	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv3628	ppa		GO:0000287	magnesium ion binding	PMID:16239227	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2942	mmpL7		GO:0006855	drug transmembrane transport	PMID:16251328	IMP		P			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2392	cysH		GO:0051539	4 iron, 4 sulfur cluster binding	PMID:16262264	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1389			GO:0005524	ATP binding	PMID:16288457	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1389			GO:0000287	magnesium ion binding	PMID:16288457	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1389			GO:0004385	guanylate kinase activity	PMID:16288457	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1389			GO:0004017	adenylate kinase activity	PMID:16288457	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1389			GO:0019002	GMP binding	PMID:16288457	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1389			GO:0019003	GDP binding	PMID:16288457	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2870c	ispC		GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	PMID:16321944	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2870c	ispC		GO:0000287	magnesium ion binding	PMID:16321944	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2870c	ispC		GO:0070402	NADPH binding	PMID:16321944	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2870c	ispC		GO:0051483	terpenoid biosynthetic process, mevalonate-independent	PMID:16321944	IMP		P			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2131c			GO:0042803	protein homodimerization activity	PMID:16325768	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2131c			GO:0008934	inositol monophosphate phosphatase activity	PMID:16325768	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv2131c			GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	PMID:16325768	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1611	trpC		GO:0046391	5-phosphoribose 1-diphosphate metabolic process	PMID:16337227	IDA		P			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1611	trpC		GO:0000287	magnesium ion binding	PMID:16337227	IDA		F			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv1033c	trcR		GO:0045892	negative regulation of transcription, DNA-dependent	PMID:16352831	IMP	Rv1057	P			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv3285			GO:0009317	acetyl-CoA carboxylase complex	PMID:16354663	IDA		C			protein	organism:1773	20100703	rwst			Jul 3, 2010	
	Rv3280			GO:0009317	acetyl-CoA carboxylase complex	PMID:16354663	IDA		C			protein	organism:1773	20100703	rwst			Jul 4, 2010	
	Rv3281			GO:0009317	acetyl-CoA carboxylase complex	PMID:16354663	IDA		C			protein	organism:1773	20100703	rwst			Jul 4, 2010	
	Rv3799c			GO:0009317	acetyl-CoA carboxylase complex	PMID:16354663	IDA		C			protein	organism:1773	20100703	rwst			Jul 4, 2010	
	Rv3102c	ftsE		GO:0005886	plasma membrane	PMID:16416128	IDA		C			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv3102c	ftsE		GO:0005524	ATP binding	PMID:16416128	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv3102c	ftsE		GO:0005515	protein binding	PMID:16416128	IDA	Rv3101c	F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv3101c	ftsX		GO:0005515	protein binding	PMID:16416128	IDA	Rv3102c	F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv3602c	panC		GO:0019482	beta-alanine metabolic process	PMID:16460002	IDA		P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv1611	trpC		GO:0004425	indole-3-glycerol-phosphate synthase activity	PMID:16487066	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv2202c	ak		GO:0004001	adenosine kinase activity	PMID:16511094	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv2202c	ak		GO:0042803	protein homodimerization activity	PMID:16511094	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv2773c			GO:0051260	protein homooligomerization	PMID:16511139	IDA		P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv2773c			GO:0070404	NADH binding	PMID:16511139	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv1293			GO:0051289	protein homotetramerization	PMID:16511157	IDA		P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv0981	mprA		GO:0045892	negative regulation of transcription, DNA-dependent	PMID:16513743	IDA	Rv1221	P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv0981	mprA		GO:0006950	response to stress	PMID:16513743	IEP		P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv0001	dnaA		GO:0016887	ATPase activity	PMID:16553890	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv0001	dnaA		GO:0051260	protein homooligomerization	PMID:16553890	IDA		P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv3792	aftA		GO:0016757	transferase activity, transferring glycosyl groups	PMID:16595677	IDA		F			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv3792	aftA		GO:0071769	mycolate cell wall layer assembly	PMID:16595677	IMP		P			protein	organism:1773	20100704	rwst			Jul 4, 2010	
	Rv1461	sufB		GO:0042803	protein homodimerization activity	PMID:16621837	IDA		F			protein	organism:1773	20100707	rwst			Jul 4, 2010	
	Rv1461	sufB		GO:0005515	protein binding	PMID:16621837	IDA	Rv1462	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1462			GO:0005515	protein binding	PMID:16621837	IDA	Rv1461	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1461			GO:0005515	protein binding	PMID:16621837	IDA	Rv1463	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1463			GO:0005515	protein binding	PMID:16621837	IDA	Rv1461	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1461			GO:0005515	protein binding	PMID:16621837	IDA	Rv1464	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1464			GO:0005515	protein binding	PMID:16621837	IDA	Rv1461	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0934	pstS1		GO:0005515	protein binding	PMID:16622205	IDA	UniProtKB:O60603	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0934	pstS1		GO:0005515	protein binding	PMID:16622205	IDA	UniProtKB:O00206	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	UniProt:O60603			GO:0005515	protein binding	PMID:16622205	IDA	Rv0934	F			protein	organism:9606	20100707	rwst			Jul 7, 2010	
	UniProt:O00206			GO:0005515	protein binding	PMID:16622205	IDA	Rv0934	F			protein	organism:9606	20100707	rwst			Jul 7, 2010	
	Rv3246c	mtrA		GO:0045893	positive regulation of transcription, DNA-dependent	PMID:16629667	IDA	Rv0001	P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3246c	mtrA		GO:0044117	growth of symbiont in host	PMID:16629667	IMP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1170	mshB		GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	PMID:16630724	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3214			GO:0042803	protein homodimerization activity	PMID:16672613	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3214		NOT	GO:0004619	phosphoglycerate mutase activity	PMID:16672613	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3214			GO:0003993	acid phosphatase activity	PMID:16672613	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1837c			GO:0005618	cell wall	PMID:16677310	IDA		C			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1837c			GO:0005515	protein binding	PMID:16677310	IDA	UniProtKB:P25391	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1837c			GO:0005515	protein binding	PMID:16677310	IDA	UniProtKB:P02751	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	UniProt:P25391			GO:0005515	protein binding	PMID:16677310	IDA	Rv1837c	F			protein	organism:9606	20100707	rwst			Jul 7, 2010	
	UniProt:P02751			GO:0005515	protein binding	PMID:16677310	IDA	Rv1837c	F			protein	organism:9606	20100707	rwst			Jul 7, 2010	
	Rv3710	leuA		GO:0030955	potassium ion binding	PMID:16684501	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3710	leuA		GO:0000287	magnesium ion binding	PMID:16684501	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3710	leuA		GO:0030145	manganese ion binding	PMID:16684501	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0467	icl1		GO:0004451	isocitrate lyase activity	PMID:16689789	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0467	icl1		GO:0046421	methylisocitrate lyase activity	PMID:16689789	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1915	icl2		GO:0046421	methylisocitrate lyase activity	PMID:16689789	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1915	icl2		GO:0004451	isocitrate lyase activity	PMID:16689789	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1131	prpC		GO:0050440	2-methylcitrate synthase activity	PMID:16689789	IMP		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1131	prpC		GO:0019679	propionate metabolic process, methylcitrate cycle	PMID:16689789	IMP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1130	prpD		GO:0019679	propionate metabolic process, methylcitrate cycle	PMID:16689789	IMP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1130	prpD		GO:0047547	2-methylcitrate dehydratase activity	PMID:16689789	IMP		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2252			GO:0004143	diacylglycerol kinase activity	PMID:16689792	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2252			GO:0009247	glycolipid biosynthetic process	PMID:16689792	IDA		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3808c	glfT		GO:0035496	lipopolysaccharide-1,5-galactosyltransferase activity	PMID:16704275	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3808c	glfT		GO:0008921	lipopolysaccharide-1,6-galactosyltransferase activity	PMID:16704275	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	MT1671	MT1671		GO:0009247	glycolipid biosynthetic process	PMID:16704981	IMP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	MT1671	MT1671		GO:0000030	mannosyltransferase activity	PMID:16704981	IMP		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2217	lipB		GO:0009107	lipoate biosynthetic process	PMID:16735476	IMP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2217	lipB		GO:0033819	lipoyl(octanoyl) transferase activity	PMID:16735476	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1743	pknE		GO:0042803	protein homodimerization activity	PMID:16762364	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1569	bioF		GO:0008710	8-amino-7-oxononanoate synthase activity	PMID:16769720	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1270c	lprA		GO:0048018	receptor agonist activity	PMID:16785538	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1270c	lprA		GO:0042785	active evasion of host immune response via regulation of host cytokine network	PMID:16785538	IDA		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2870c			GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	PMID:16790937	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0899	ompA		GO:0015288	porin activity	PMID:16803587	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0764c	cyp51		GO:0008398	sterol 14-demethylase activity	PMID:16819841	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv3800c	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv2240c	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv0686	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv3875	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv3871	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv2151c	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv3596c	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3874			GO:0005515	protein binding	PMID:16844784	IDA	Rv2460c	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3800c			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2240c			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0686			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3875			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3871			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2151c			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3596c			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2460c			GO:0005515	protein binding	PMID:16844784	IDA	Rv3874	F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3596c			GO:0042803	protein homodimerization activity	PMID:16844784	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3875			GO:0042803	protein homodimerization activity	PMID:16844784	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1837c	glcB		GO:0015936	coenzyme A metabolic process	PMID:16877713	IDA		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv1837c	glcB		GO:0000287	magnesium ion binding	PMID:16877713	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv0467	icl1		GO:0046421	methylisocitrate lyase activity	PMID:16879647	IDA		F			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv2719c			GO:0006974	response to DNA damage stimulus	PMID:16885473	IEP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3083			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100707	rwst			Jul 7, 2010	
	Rv3084			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100707	rwst			Jul 8, 2010	
	Rv3085			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3086			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3087			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3088			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3089			GO:0044119	growth of symbiont in host cell	PMID:16893682	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2267c			GO:0008146	sulfotransferase activity	PMID:16537518	IMP		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2726c	dapF		GO:0008837	diaminopimelate epimerase activity	PMID:16907737	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv0819	mshD		GO:0006950	response to stress	PMID:16923891	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv0819	mshD		GO:0044119	growth of symbiont in host cell	PMID:16923891	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2212			GO:0005504	fatty acid binding	PMID:16925585	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2181			GO:0009247	glycolipid biosynthetic process	PMID:16945913	IMP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2181			GO:0000026	alpha-1,2-mannosyltransferase activity	PMID:16945913	IMP		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2221c			GO:0060359	response to ammonium ion	PMID:16946267	IEP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3676			GO:0045893	positive regulation of transcription, DNA-dependent	PMID:16946269	IDA	Rv3219	P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3782			GO:0008378	galactosyltransferase activity	PMID:16952951	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1771			GO:0080049	L-gulono-1,4-lactone dehydrogenase activity	PMID:16956367	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1438	tpiA		GO:0042803	protein homodimerization activity	PMID:16978361	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1438	tpiA		GO:0004807	triose-phosphate isomerase activity	PMID:16978361	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1568	bioA		GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	PMID:16984394	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1568	bioA		GO:0051289	protein homotetramerization	PMID:16984394	IDA		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3601c	panD		GO:0051289	protein homotetramerization	PMID:17001646	IDA		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3601c	panD		GO:0005618	cell wall	PMID:17001646	IDA		C			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv3601c	panD		GO:0005829	cytosol	PMID:17001646	IDA		C			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1326c	glgB		GO:0003844	1,4-alpha-glucan branching enzyme activity	PMID:17005418	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1338	murI		GO:0008881	glutamate racemase activity	PMID:17020913	IDA		F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv1338	murI		GO:0005515	protein binding	PMID:17020913	IDA	Rv0006	F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv0006			GO:0005515	protein binding	PMID:17020913	IDA	Rv1338	F			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2986c	hupB		GO:0010106	cellular response to iron ion starvation	PMID:17028216	IEP		P			protein	organism:1773	20100708	rwst			Jul 8, 2010	
	Rv2711	ideR		GO:0042803	protein homodimerization activity	PMID:17029403	IDA		F			protein	organism:1773	20100709	rwst			Jul 8, 2010	
	Rv1821	secA2		GO:0044119	growth of symbiont in host cell	PMID:17030572	IMP		P			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv1821	secA2		GO:0052553	modulation by symbiont of host immune response	PMID:17030572	IMP		P			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv2753c			GO:0051289	protein homotetramerization	PMID:17077492	IDA		P			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3230c			GO:0009055	electron carrier activity	PMID:17087501	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3230c			GO:0005515	protein binding	PMID:17087501	IDA	Rv3229c	F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3229c			GO:0005515	protein binding	PMID:17087501	IDA	Rv3230c	F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3229c			GO:0016213	linoleoyl-CoA desaturase activity	PMID:17087501	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3911	sigM		GO:0045893	positive regulation of transcription, DNA-dependent	PMID:17088352	IDA	Rv3444c	P			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv2247	accD6		GO:0005515	protein binding	PMID:17114269	IDA	Rv3285	F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3285			GO:0005515	protein binding	PMID:17114269	IDA	Rv2247	F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3285			GO:0009317	acetyl-CoA carboxylase complex	PMID:17114269	IDA		C			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv2247			GO:0009317	acetyl-CoA carboxylase complex	PMID:17114269	IDA		C			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv2247			GO:0003989	acetyl-CoA carboxylase activity	PMID:17114269	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3285			GO:0003989	acetyl-CoA carboxylase activity	PMID:17114269	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv0946c	pgi		GO:0004347	glucose-6-phosphate isomerase activity	PMID:17126561	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3219	whiB1		GO:0042803	protein homodimerization activity	PMID:17157031	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv3219	whiB1		GO:0047134	protein-disulfide reductase activity	PMID:17157031	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv0949	uvrD		GO:0016887	ATPase activity	PMID:17158674	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
	Rv0949	uvrD		GO:0032564	dATP binding	PMID:17158674	IDA		F			protein	organism:1773	20100709	rwst			Jul 9, 2010	
